Data;Cota (m);Caudal Afluente (m3/s);Caudal Efluente (m3/s);Precipitação (mm);Evaporação (mm);Volume Evaporado Mm3;Humidade Relativa (%)
3/18/2008;324.98;3876;1780;13.0;2.6;6.59;95
3/19/2008;325.07;4286;1585;0.2;4.3;11.15;79
3/20/2008;325.14;3734;1629;0.0;4.8;12.34;77
3/21/2008;325.20;3381;1573;0.0;3.9;10.20;79
3/22/2008;325.27;3737;1623;0.0;5.2;13.48;63
3/23/2008;325.31;2774;1565;0.0;5.3;13.74;70
3/24/2008;325.38;3661;1541;0.0;5.5;14.50;71
3/25/2008;325.44;3384;1564;0.0;4.7;12.19;72
3/26/2008;325.47;2510;1599;0.0;5.3;13.96;78
3/27/2008;325.55;4025;1591;0.0;5.7;14.98;71
3/28/2008;325.56;1854;1549;0.0;6.5;17.21;68
3/29/2008;325.57;1880;1575;0.0;7.0;18.44;76
3/30/2008;325.57;1605;1605;0.0;5.1;13.39;74
3/31/2008;325.65;4064;1623;0.0;6.1;16.19;74
4/1/2008;325.65;1598;1598;0.0;6.1;16.21;79
4/2/2008;325.71;3429;1595;0.0;5.1;13.55;74
4/3/2008;325.71;1598;1598;0.0;5.3;13.88;60
4/4/2008;325.77;3395;1557;0.0;6.3;16.73;68
4/5/2008;325.82;3159;1626;0.0;6.6;17.44;66
4/6/2008;325.86;2851;1622;0.0;6.3;16.77;60
4/7/2008;325.90;2881;1651;0.0;5.1;13.60;60
4/8/2008;325.91;1974;1666;0.0;5.0;13.31;84
4/9/2008;325.94;2630;1707;0.0;6.1;16.16;70
4/10/2008;326.01;3613;1456;0.0;3.9;10.27;90
4/11/2008;325.98;960;1886;0.0;2.2;5.97;81
4/12/2008;325.98;2327;2327;0.0;6.9;18.25;70
4/13/2008;325.98;2349;2349;0.0;6.1;16.18;62
4/14/2008;326.00;2952;2335;0.0;6.5;17.41;68
4/15/2008;326.00;2383;2383;0.0;5.1;13.57;81
4/16/2008;326.01;2621;2313;0.0;5.4;14.49;72
4/17/2008;326.01;2387;2387;0.0;5.5;14.53;68
4/18/2008;326.02;2635;2327;0.0;6.2;16.45;66
4/19/2008;326.03;2688;2380;0.0;8.0;21.39;69
4/20/2008;326.04;2682;2374;0.0;6.2;16.52;54
4/21/2008;326.06;2698;2080;0.0;6.7;17.88;55
4/22/2008;325.97;474;2304;0.0;6.3;16.72;68
4/23/2008;325.98;2686;2378;0.0;7.3;19.49;51
4/24/2008;325.98;2273;2273;0.0;5.8;15.35;55
4/25/2008;326.00;3567;2950;0.0;4.3;11.45;85
4/26/2008;325.96;2134;3368;0.0;6.4;17.02;66
4/27/2008;325.91;1844;3384;0.0;5.8;15.43;60
4/28/2008;325.87;2008;3239;0.0;6.9;18.33;69
4/29/2008;325.81;1433;3276;0.0;6.5;17.15;60
4/30/2008;325.79;2778;3391;0.0;5.2;13.68;72
5/1/2008;325.76;2415;3335;0.0;6.5;17.33;70
5/2/2008;325.72;2143;3368;0.0;8.0;21.17;71
5/3/2008;325.69;2448;3366;0.0;3.6;9.49;81
5/4/2008;325.69;3312;3312;0.0;4.4;11.57;76
5/5/2008;325.67;2727;3339;0.0;4.9;13.02;60
5/6/2008;325.62;1884;3411;0.0;5.5;14.48;61
5/7/2008;325.58;2224;3444;0.0;5.7;14.96;58
5/8/2008;325.56;1175;1785;0.0;4.2;11.07;82
5/9/2008;325.59;2442;1527;0.0;6.8;17.93;74
5/10/2008;325.60;2399;2094;0.0;5.5;14.36;57
5/11/2008;325.60;2095;2095;0.0;4.9;12.81;47
5/12/2008;325.60;2092;2092;0.0;4.8;12.71;39
5/13/2008;325.60;2082;2082;0.0;6.5;17.19;41
5/14/2008;325.59;1901;2206;0.0;5.4;14.10;69
5/15/2008;325.57;1685;2295;0.0;3.9;10.30;86
5/16/2008;325.58;2600;2295;0.0;7.0;18.33;69
5/17/2008;325.57;1974;2279;0.0;3.8;9.98;77
5/18/2008;325.59;2820;2211;0.0;3.1;8.08;80
5/19/2008;325.55;1061;2280;1.5;5.2;13.79;82
5/20/2008;325.54;1904;2208;0.0;4.5;11.74;80
5/21/2008;325.56;2891;2282;0.0;2.8;7.27;74
5/22/2008;325.57;1986;1681;0.0;5.5;14.38;65
5/23/2008;325.62;2829;1304;0.0;3.2;8.51;60
5/24/2008;325.60;1743;2354;0.0;4.3;11.30;66
5/25/2008;325.58;1863;2473;0.0;4.2;11.01;67
5/26/2008;325.54;1260;2479;0.0;3.5;9.11;70
5/27/2008;325.50;1254;2471;0.0;2.2;5.87;85
5/28/2008;325.50;1998;1998;0.0;5.0;13.18;76
5/29/2008;325.56;3074;1248;0.0;2.7;6.97;78
5/30/2008;325.57;2201;1897;0.0;5.1;13.48;69
5/31/2008;325.61;2398;1179;0.0;5.3;13.91;57
6/1/2008;325.62;1654;1349;0.0;5.4;14.24;41
6/2/2008;325.60;1706;2317;0.0;5.2;13.60;54
6/3/2008;325.59;2156;2461;0.0;4.1;10.86;84
6/4/2008;325.57;1805;2415;0.0;3.6;9.48;80
6/5/2008;325.54;1486;2399;0.0;6.3;16.63;54
6/6/2008;325.53;2014;2319;0.0;4.5;11.94;66
6/7/2008;325.52;2089;2393;0.0;4.9;12.91;62
6/8/2008;325.47;849;2370;0.0;3.8;9.96;52
6/9/2008;325.44;1465;2376;0.0;3.0;7.85;85
6/10/2008;325.39;880;2397;1.1;0.7;1.86;95
6/11/2008;325.40;2689;2386;4.7;2.3;6.03;80
6/12/2008;325.38;1743;2349;0.2;2.7;6.97;65
6/13/2008;325.37;1947;2250;0.0;1.8;4.74;86
6/14/2008;325.36;2077;2380;0.0;2.0;5.21;96
6/15/2008;325.35;1943;2246;0.8;4.8;12.54;90
6/16/2008;325.33;1628;2234;0.0;3.9;10.31;72
6/17/2008;325.30;1318;2226;0.0;4.7;12.29;70
6/18/2008;325.28;1681;2286;0.0;3.3;8.54;84
6/19/2008;325.29;2775;2473;0.0;1.9;5.07;91
6/20/2008;325.28;2089;2391;0.0;7.3;19.14;88
6/21/2008;325.25;1476;2383;0.0;5.0;12.95;65
6/22/2008;325.24;2081;2383;0.0;3.9;10.28;55
6/23/2008;325.22;1767;2370;0.0;5.5;14.37;61
6/24/2008;325.19;1490;2395;0.0;3.7;9.74;80
6/25/2008;325.17;1786;2389;0.0;3.9;10.15;80
6/26/2008;325.15;1795;2398;0.0;3.7;9.63;65
6/27/2008;325.13;1793;2395;0.0;5.5;14.23;58
6/28/2008;325.11;1777;2379;0.0;4.9;12.82;66
6/29/2008;325.08;1480;2382;0.0;4.4;11.49;68
6/30/2008;325.05;1495;2396;0.0;4.2;10.90;80
7/1/2008;325.05;2407;2407;0.0;3.5;9.00;81
7/2/2008;325.03;1788;2389;0.0;3.0;7.80;72
7/3/2008;325.02;2020;2320;0.0;4.8;12.34;72
7/4/2008;325.00;1790;2390;0.0;4.7;12.28;44
7/5/2008;324.96;1192;2391;0.0;6.0;15.43;42
7/6/2008;324.94;1788;2387;0.0;6.2;16.11;59
7/7/2008;324.88;597;2392;0.0;4.6;11.81;48
7/8/2008;324.87;2005;2304;0.0;2.7;6.97;92
7/9/2008;324.85;1615;2213;0.0;4.1;10.58;70
7/10/2008;324.84;1909;2207;0.0;4.9;12.59;48
7/11/2008;324.82;1581;2178;0.0;4.2;10.93;66
7/12/2008;324.81;2085;2383;2.0;1.4;3.61;91
7/13/2008;324.77;1036;2228;5.6;6.5;16.74;95
7/14/2008;324.76;1879;2177;0.0;2.5;6.38;89
7/15/2008;324.76;2419;2419;1.2;2.5;6.43;85
7/16/2008;324.73;1511;2404;0.0;6.4;16.43;87
7/17/2008;324.67;716;2500;0.0;4.5;11.64;89
7/18/2008;324.66;2120;2417;0.0;4.4;11.24;98
7/19/2008;324.62;1215;2402;0.0;3.0;7.74;57
7/20/2008;324.62;2396;2396;0.0;4.1;10.53;55
7/21/2008;324.60;1803;2396;0.0;5.0;12.75;74
7/22/2008;324.58;1815;2407;0.0;3.1;7.83;85
7/23/2008;324.55;1529;2417;0.0;1.0;2.48;94
7/24/2008;324.52;1509;2397;0.0;3.9;10.07;98
7/25/2008;324.51;2121;2417;0.0;4.9;12.42;90
7/26/2008;324.49;1811;2402;0.0;5.3;13.59;86
7/27/2008;324.47;1810;2400;0.0;3.5;9.01;83
7/28/2008;324.45;1831;2421;0.0;5.5;14.01;61
7/29/2008;324.41;1239;2419;0.0;5.5;13.95;51
7/30/2008;324.40;2120;2415;0.0;4.7;11.89;78
7/31/2008;324.38;1826;2416;0.0;5.6;14.31;58
8/1/2008;324.36;1736;2325;0.0;7.5;19.03;47
8/2/2008;324.33;1537;2420;0.0;4.0;10.17;70
8/3/2008;324.27;412;2175;0.0;6.8;17.16;84
8/4/2008;324.27;2419;2419;0.0;3.9;9.82;80
8/5/2008;324.24;1540;2421;0.0;2.1;5.35;82
8/6/2008;324.21;1541;2421;0.0;5.4;13.65;77
8/7/2008;324.17;1245;2417;0.0;4.4;11.21;40
8/8/2008;324.14;1547;2425;0.0;6.1;15.48;68
8/9/2008;324.11;1543;2420;0.0;4.7;11.87;76
8/10/2008;324.07;1228;2396;0.0;6.9;17.41;78
8/11/2008;324.05;1797;2381;0.0;3.0;7.51;74
8/12/2008;324.02;1523;2398;0.0;4.9;12.39;82
8/13/2008;323.99;1452;2326;0.0;4.9;12.39;65
8/14/2008;323.96;1549;2422;0.0;5.4;13.49;53
8/15/2008;323.96;2423;2423;0.0;6.3;15.74;55
8/16/2008;323.93;1237;2110;0.0;6.7;16.78;41
8/17/2008;323.88;653;2106;0.0;6.7;16.92;38
8/18/2008;323.86;1712;2293;0.0;4.1;10.33;73
8/19/2008;323.86;2300;2300;7.8;4.3;10.73;91
8/20/2008;323.81;873;2323;0.0;6.1;15.20;76
8/21/2008;323.79;1850;2429;0.0;4.9;12.33;75
8/22/2008;323.76;1503;2371;0.0;8.0;20.07;71
8/23/2008;323.74;1644;2222;0.0;4.4;10.87;76
8/24/2008;323.72;1536;2114;0.0;5.2;13.01;72
8/25/2008;323.70;1567;2144;0.0;7.3;18.30;44
8/26/2008;323.66;1224;2379;0.0;6.7;16.64;45
8/27/2008;323.64;1821;2398;0.0;8.3;20.66;38
8/28/2008;323.61;1575;2439;0.0;8.0;20.03;36
8/29/2008;323.57;1288;2440;0.0;10.3;25.57;35
8/30/2008;323.55;1849;2424;0.0;7.6;18.94;36
8/31/2008;323.51;1261;2410;0.0;6.9;17.21;38
9/1/2008;323.45;687;2409;0.0;7.6;18.77;25
9/2/2008;323.43;1832;2405;0.0;2.4;5.89;35
9/3/2008;323.42;2137;2423;0.0;4.0;9.85;80
9/4/2008;323.36;645;2363;0.0;4.9;12.21;72
9/5/2008;323.35;2085;2370;0.0;6.6;16.31;73
9/6/2008;323.29;624;2337;0.0;7.7;18.96;42
9/7/2008;323.29;2327;2327;0.0;5.1;12.48;73
9/8/2008;323.25;1081;2221;0.0;6.6;16.24;45
9/9/2008;323.21;1139;2279;0.0;7.4;18.15;32
9/10/2008;323.20;1983;2267;0.0;8.1;20.00;37
9/11/2008;323.15;876;2298;0.0;6.0;14.72;40
9/12/2008;323.09;657;2360;0.0;6.7;16.48;69
9/13/2008;323.09;2187;2187;7.6;4.1;9.94;80
9/14/2008;323.08;2089;2373;0.0;5.6;13.79;70
9/15/2008;323.05;1529;2380;0.0;6.2;15.28;53
9/16/2008;323.03;1791;2358;0.0;7.0;17.23;45
9/17/2008;322.99;1256;2388;0.0;7.2;17.58;37
9/18/2008;322.95;1316;2447;0.0;7.8;18.95;78
9/19/2008;322.94;1929;2212;0.0;7.4;17.92;44
9/20/2008;322.89;995;2406;0.0;8.3;20.31;37
9/21/2008;322.83;738;2429;0.0;8.5;20.61;32
9/22/2008;322.81;1776;2339;0.0;4.1;9.92;77
9/23/2008;322.80;2009;2290;0.0;5.3;12.96;85
9/24/2008;322.77;1551;2395;0.0;8.8;21.46;38
9/25/2008;322.73;1333;2456;0.0;10.0;24.32;33
9/26/2008;322.70;1618;2460;0.0;12.5;30.36;38
9/27/2008;322.67;1601;2442;0.0;10.2;24.71;36
9/28/2008;322.61;653;2332;0.0;6.9;16.69;59
9/29/2008;322.62;2629;2349;0.0;6.2;14.99;72
9/30/2008;322.60;1483;2042;0.0;8.1;19.62;57
10/1/2008;322.58;1486;2045;0.0;9.6;23.26;34
10/2/2008;322.57;2102;2381;0.0;9.9;23.92;30
10/3/2008;322.53;1215;2331;0.0;14.3;34.51;24
10/4/2008;322.52;1659;1938;0.0;8.6;20.68;42
10/5/2008;322.50;1409;1967;0.0;9.6;23.13;60
10/6/2008;322.45;653;2046;0.0;7.4;17.79;66
10/7/2008;322.45;2024;2024;0.0;5.9;14.24;60
10/8/2008;322.44;1760;2039;0.0;6.9;16.60;59
10/9/2008;322.43;1774;2053;0.0;8.2;19.67;42
10/10/2008;322.38;646;2036;0.0;10.6;25.38;40
10/11/2008;322.35;1211;2044;0.0;6.8;16.42;65
10/12/2008;322.36;2434;2157;0.0;6.2;14.78;73
10/13/2008;322.35;1795;2073;0.0;7.5;18.01;55
10/14/2008;322.34;1795;2073;0.0;10.0;24.07;41
10/15/2008;322.30;911;2020;0.0;8.4;20.10;51
10/16/2008;322.29;1799;2076;0.0;8.3;19.90;76
10/17/2008;322.28;1792;2069;0.0;11.6;27.84;54
10/18/2008;322.21;20;1957;0.0;10.6;25.38;50
10/19/2008;322.22;2341;2064;0.0;8.9;21.16;69
10/20/2008;322.20;1524;2077;0.0;9.1;21.66;50
10/21/2008;322.21;2356;2080;0.0;9.0;21.50;54
10/22/2008;322.17;1000;2105;0.0;8.5;20.39;62
10/23/2008;322.11;447;2102;0.0;9.5;22.75;62
10/24/2008;322.12;2369;2093;0.0;9.5;22.73;68
10/25/2008;322.06;756;2408;0.0;8.8;20.89;65
10/26/2008;322.03;1027;1852;0.0;6.4;15.31;74
10/27/2008;322.04;2645;2370;0.0;7.3;17.25;73
10/28/2008;322.02;1786;2336;0.0;10.3;24.51;48
10/29/2008;321.98;1252;2351;0.0;10.5;24.83;57
10/30/2008;321.95;1497;2320;0.0;9.6;22.82;30
10/31/2008;321.92;1532;2354;0.0;11.8;28.02;54
11/1/2008;321.91;1680;1954;0.0;9.0;21.37;57
11/2/2008;321.90;1665;1939;0.0;8.9;21.11;48
11/3/2008;321.89;1641;1915;0.0;11.2;26.47;39
11/4/2008;321.84;702;2070;0.0;10.6;25.14;35
11/5/2008;321.86;2728;2181;0.0;6.6;15.51;67
11/6/2008;321.82;1013;2106;0.0;7.4;17.42;74
11/7/2008;321.77;1111;2476;3.8;10.3;24.29;70
11/8/2008;321.71;619;2254;0.0;11.4;26.87;53
11/9/2008;321.69;1729;2273;0.0;6.9;16.25;54
11/10/2008;321.68;1801;2073;0.0;8.2;19.33;70
11/11/2008;321.66;1771;2315;0.0;8.5;19.93;54
11/12/2008;321.67;2198;1926;0.0;10.1;23.64;51
11/13/2008;321.64;1224;2040;0.0;7.2;16.91;53
11/14/2008;321.65;2380;2109;0.0;5.7;13.27;65
11/15/2008;321.62;1285;2100;0.0;10.1;23.61;50
11/16/2008;321.60;1486;2029;0.0;10.6;24.74;46
11/17/2008;321.59;1801;2072;0.0;9.5;22.21;57
11/18/2008;321.56;1209;2023;0.0;8.0;18.78;64
11/19/2008;321.56;2136;2136;0.3;1.7;3.98;91
11/20/2008;321.50;653;2278;1.5;7.9;18.46;75
11/21/2008;321.46;1282;2364;0.0;9.0;21.05;48
11/22/2008;321.45;2066;2336;0.0;9.4;21.95;64
11/23/2008;321.40;915;2265;0.0;7.0;16.38;48
11/24/2008;321.40;2279;2279;13.2;3.3;7.79;83
11/25/2008;321.36;1251;2329;0.0;8.3;19.36;64
11/26/2008;321.33;1515;2323;0.0;8.1;18.76;59
11/27/2008;321.31;1803;2341;0.0;6.4;14.90;52
11/28/2008;321.31;2233;2233;0.0;10.7;24.81;72
11/29/2008;321.24;455;2336;0.0;8.6;20.00;50
11/30/2008;321.20;1667;2741;0.0;8.0;18.56;50
12/1/2008;321.18;2500;3036;0.0;6.2;14.37;48
12/2/2008;321.09;623;3032;7.1;6.7;15.57;86
12/3/2008;321.04;1654;2989;0.9;7.1;16.48;66
12/4/2008;320.97;1144;3010;0.0;7.9;18.28;61
12/5/2008;320.89;1030;3157;0.0;9.2;21.06;58
12/6/2008;320.81;1449;3571;20.8;7.8;17.95;71
12/7/2008;320.73;1447;3564;13.8;7.3;16.75;92
12/8/2008;320.68;2246;3566;16.5;4.7;10.82;82
12/9/2008;320.60;1499;3608;0.0;6.2;14.17;63
12/10/2008;320.54;1985;3564;0.0;3.3;7.45;78
12/11/2008;320.44;1012;3636;20.5;5.5;12.38;86
12/12/2008;320.39;2326;3635;0.0;6.8;15.47;74
12/13/2008;320.31;1493;3583;2.1;4.9;11.06;82
12/14/2008;320.25;1962;3527;0.0;4.0;8.96;80
12/15/2008;320.17;1511;3592;0.0;1.7;3.82;77
12/16/2008;320.13;2168;3206;1.4;4.3;9.73;93
12/17/2008;320.12;2613;2873;1.1;1.2;2.78;96
12/18/2008;320.18;4637;3079;23.2;1.5;3.44;95
12/19/2008;320.22;4557;3516;25.7;0.9;2.09;89
12/20/2008;320.23;3492;3232;66.2;0.2;0.38;97
