Data;Cota (m);Caudal Afluente (m3/s);Caudal Efluente (m3/s);Precipitação (mm);Evaporação (mm);Volume Evaporado Mm3;Humidade Relativa (%)
11/5/2015;322.72;773;1896;0.0;4.3;10.49;68
11/6/2015;322.69;1061;1902;0.0;7.0;17.01;62
11/7/2015;322.65;782;1903;0.0;8.5;20.65;47
11/8/2015;322.62;1042;1882;0.0;9.5;23.00;40
11/9/2015;322.59;1077;1916;0.0;10.3;24.94;40
11/10/2015;322.55;806;1923;0.0;11.6;27.97;51
11/11/2015;322.52;1015;1853;0.0;10.4;24.98;41
11/12/2015;322.50;1364;1922;0.0;10.9;26.21;32
11/13/2015;322.48;1364;1922;0.0;10.7;25.81;32
11/14/2015;322.45;1079;1915;0.0;9.5;22.93;31
11/15/2015;322.42;1031;1866;0.0;9.6;23.01;35
11/16/2015;322.39;947;1781;0.0;11.3;27.20;51
11/17/2015;322.36;913;1746;47.4;5.9;14.10;70
11/18/2015;322.34;1363;1918;0.0;8.3;19.93;59
11/19/2015;322.31;690;1522;0.0;9.0;21.64;62
11/20/2015;322.29;939;1494;0.0;7.8;18.68;71
11/21/2015;322.29;1478;1478;0.0;8.6;20.69;48
11/22/2015;322.30;1629;1352;0.0;10.6;25.43;31
11/23/2015;322.28;677;1231;37.5;4.7;11.13;77
11/24/2015;322.28;1187;1187;0.0;8.3;19.92;68
11/25/2015;322.28;1364;1364;0.0;8.5;20.41;55
11/26/2015;322.28;1461;1461;0.0;10.3;24.53;43
11/27/2015;322.26;924;1478;0.0;11.0;26.33;39
11/28/2015;322.21;306;1689;0.0;6.9;16.58;59
11/29/2015;322.22;1899;1622;11.5;3.5;8.35;95
11/30/2015;322.19;995;1824;0.0;6.2;14.74;75
12/1/2015;322.15;829;1933;0.0;8.3;19.69;64
12/2/2015;322.11;750;1853;0.0;9.2;21.82;80
12/3/2015;322.07;763;1864;0.0;8.0;19.04;55
12/4/2015;322.03;798;1899;0.0;9.7;23.01;72
12/5/2015;321.99;829;1928;0.0;7.0;16.73;66
12/6/2015;321.96;1083;1907;0.0;8.8;20.84;72
12/7/2015;321.93;1067;1889;0.0;10.1;23.95;62
12/8/2015;321.90;1077;1899;0.0;10.1;23.88;62
12/9/2015;321.88;1381;1928;0.0;10.0;23.72;66
12/10/2015;321.88;1893;1893;0.0;10.7;25.35;55
12/11/2015;321.86;1299;1847;0.0;10.9;25.70;57
12/12/2015;321.84;1341;1888;0.0;10.0;23.73;67
12/13/2015;321.82;1311;1857;0.0;7.4;17.46;63
12/14/2015;321.80;1158;1704;3.0;8.1;19.22;76
12/15/2015;321.78;1283;1829;17.5;6.5;15.42;71
12/16/2015;321.75;1075;1893;10.1;2.7;6.43;85
12/17/2015;321.72;1111;1928;0.0;5.5;12.98;65
12/18/2015;321.69;1113;1930;7.0;3.2;7.41;90
12/19/2015;321.66;1074;1890;1.8;3.7;8.59;86
12/20/2015;321.65;1648;1920;4.0;2.2;5.17;92
12/21/2015;321.66;2169;1897;4.2;6.1;14.43;74
12/22/2015;321.65;1602;1874;0.0;6.6;15.46;65
12/23/2015;321.63;1322;1865;0.0;7.4;17.25;66
12/24/2015;321.60;1117;1932;0.7;4.9;11.49;79
12/25/2015;321.58;1149;1691;0.6;3.7;8.65;76
12/26/2015;321.57;1574;1845;0.0;3.0;6.93;74
12/27/2015;321.54;1034;1847;1.3;6.2;14.61;78
12/28/2015;321.49;539;1893;0.0;7.0;16.43;70
12/29/2015;321.45;740;1822;2.0;6.7;15.69;77
12/30/2015;321.42;1114;1924;0.0;6.7;15.63;73
12/31/2015;321.38;809;1888;0.0;9.0;21.03;62
1/1/2016;321.34;866;1943;0.0;8.0;18.55;67
1/2/2016;321.31;971;1778;0.0;9.9;23.12;57
1/3/2016;321.28;954;1761;0.0;8.3;19.24;53
1/4/2016;321.25;1084;1890;0.0;6.6;15.21;69
1/5/2016;321.23;1268;1805;0.0;8.2;18.98;60
1/6/2016;321.21;1407;1944;0.0;9.7;22.42;62
1/7/2016;321.20;1659;1927;0.0;7.5;17.27;52
1/8/2016;321.19;1516;1784;0.0;12.2;28.27;45
1/9/2016;321.17;1301;1837;0.0;5.3;12.29;70
1/10/2016;321.14;1032;1835;0.0;9.0;20.90;55
1/11/2016;321.11;1053;1855;0.0;7.8;18.11;65
1/12/2016;321.07;882;1951;0.0;9.9;22.85;58
1/13/2016;321.04;1135;1936;0.0;9.0;20.77;62
1/14/2016;321.00;803;1870;0.0;6.3;14.40;55
1/15/2016;320.96;873;1938;3.0;3.4;7.76;71
1/16/2016;320.93;1143;1942;7.2;4.0;9.29;78
1/17/2016;320.89;820;1883;8.0;2.4;5.40;95
1/18/2016;320.85;899;1961;2.4;3.0;6.83;84
1/19/2016;320.81;886;1946;0.0;5.0;11.50;79
1/20/2016;320.77;902;1961;0.0;7.0;15.90;68
1/21/2016;320.72;642;1964;0.0;7.9;17.96;59
1/22/2016;320.67;624;1945;0.0;7.6;17.28;57
1/23/2016;320.65;1416;1943;0.0;8.4;19.08;86
1/24/2016;320.64;1652;1916;0.0;7.9;18.01;70
1/25/2016;320.63;1680;1944;0.0;7.9;18.07;54
1/26/2016;320.62;1637;1901;0.1;6.9;15.74;84
1/27/2016;320.63;2044;1781;68.5;1.5;3.44;91
1/28/2016;320.61;1394;1921;3.4;4.0;9.01;86
1/29/2016;320.59;1437;1963;2.0;5.1;11.51;89
1/30/2016;320.59;1931;1931;41.5;2.1;4.80;96
1/31/2016;320.61;2275;1749;9.1;4.6;20.70;90
2/1/2016;320.61;1848;1848;6.4;3.9;8.96;77
2/2/2016;320.62;2228;1964;0.0;5.4;12.38;75
2/3/2016;320.62;1964;1964;0.0;3.4;7.69;61
2/4/2016;320.61;1701;1964;0.0;4.1;9.43;74
2/5/2016;320.59;1424;1951;0.0;5.2;11.86;75
2/6/2016;320.59;1953;1953;0.0;5.4;12.26;73
2/7/2016;320.62;2754;1964;0.0;6.4;14.66;71
2/8/2016;320.64;2490;1963;0.0;9.4;21.31;50
2/9/2016;320.67;2752;1960;3.4;4.7;10.59;72
2/10/2016;320.69;2435;1907;0.0;7.0;15.93;60
2/11/2016;320.70;2199;1935;0.0;6.3;14.25;57
2/12/2016;320.68;1426;1954;0.0;5.7;12.95;56
2/13/2016;320.67;1661;1925;0.0;5.0;11.33;66
2/14/2016;320.65;1358;1886;0.0;7.1;16.15;70
2/15/2016;320.63;1341;1869;0.0;3.3;7.42;70
2/16/2016;320.61;1391;1918;16.8;4.8;10.83;74
2/17/2016;320.58;1061;1850;0.0;6.5;14.76;80
2/18/2016;320.55;1119;1908;0.0;6.3;14.34;72
2/19/2016;320.53;1382;1908;0.0;6.9;15.62;79
2/20/2016;320.53;1934;1934;0.0;7.7;17.53;66
2/21/2016;320.54;2153;1890;0.0;7.7;17.39;58
2/22/2016;320.53;1674;1937;0.0;6.8;15.39;60
2/23/2016;320.52;1635;1898;2.4;5.3;12.01;89
2/24/2016;320.50;1355;1880;5.5;6.4;14.55;79
2/25/2016;320.48;1415;1940;0.0;5.5;12.56;83
2/26/2016;320.47;1665;1927;0.0;5.7;12.87;76
2/27/2016;320.45;1439;1963;0.0;6.4;14.55;73
2/28/2016;320.47;2491;1967;28.3;2.9;6.48;86
2/29/2016;320.45;1154;1678;15.3;4.2;9.49;88
3/1/2016;320.42;1037;1823;0.8;3.8;8.60;87
3/2/2016;320.40;1442;1966;6.8;5.0;11.38;88
3/3/2016;320.41;2109;1848;1.1;4.4;9.91;82
3/4/2016;320.39;1412;1935;0.0;6.7;15.17;87
3/5/2016;320.37;1452;1975;0.0;6.6;14.80;84
3/6/2016;320.35;1450;1973;1.2;4.5;10.25;92
3/7/2016;320.34;1621;1883;0.0;4.2;9.44;70
3/8/2016;320.34;1784;1784;0.0;6.8;15.25;60
3/9/2016;320.33;1494;1755;0.0;7.3;16.56;61
3/10/2016;320.31;1430;1952;0.0;6.0;13.62;65
3/11/2016;320.28;1196;1979;0.0;7.2;16.24;64
3/12/2016;320.26;1372;1893;6.1;3.8;8.51;97
3/13/2016;320.23;1117;1898;0.0;6.2;14.03;81
3/14/2016;320.20;1125;1905;0.0;6.4;14.29;69
3/15/2016;320.16;939;1978;0.0;6.5;14.64;71
3/16/2016;320.12;903;1942;0.0;4.4;9.80;82
3/17/2016;320.11;1611;1871;8.6;3.1;6.86;81
3/18/2016;320.09;1346;1864;0.0;5.5;12.23;80
3/19/2016;320.07;1456;1974;0.0;2.2;5.02;68
3/20/2016;320.09;2358;1840;0.0;2.3;5.06;82
3/21/2016;320.12;2640;1862;14.6;5.9;13.26;81
3/22/2016;320.10;1331;1849;0.4;1.1;2.40;88
3/23/2016;320.07;1203;1981;3.1;1.3;2.89;90
3/24/2016;320.07;1982;1982;4.2;2.3;5.10;89
3/25/2016;320.07;1955;1955;0.0;4.5;10.07;82
3/26/2016;320.09;2374;1855;0.0;4.6;10.25;78
3/27/2016;320.11;2336;1817;0.0;5.4;12.09;62
3/28/2016;320.11;1832;1832;0.0;6.8;15.14;66
3/29/2016;320.08;1129;1907;0.0;6.6;14.78;66
3/30/2016;320.05;1209;1986;0.0;6.6;14.86;64
3/31/2016;320.03;1470;1988;0.0;6.1;13.57;56
4/1/2016;320.00;1211;1987;0.0;5.8;12.96;72
4/2/2016;319.98;1454;1970;0.0;6.2;13.75;71
4/3/2016;319.97;1137;1395;0.0;5.7;12.63;84
4/4/2016;319.95;1253;1769;7.7;4.8;10.62;88
4/5/2016;319.93;1346;1862;13.3;5.4;12.13;84
4/6/2016;319.90;1008;1781;0.0;4.9;10.96;74
4/7/2016;319.87;1033;1806;2.4;2.5;5.61;93
4/8/2016;319.84;1033;1805;4.1;3.0;6.61;89
4/9/2016;319.85;1532;1275;0.7;1.4;3.00;84
4/10/2016;319.82;860;1631;1.5;0.1;0.22;96
4/11/2016;319.79;955;1726;2.2;2.9;6.46;93
4/12/2016;319.76;1086;1856;0.0;3.9;8.60;80
4/13/2016;319.72;969;1994;0.0;4.1;9.11;83
4/14/2016;319.68;970;1995;0.0;6.2;13.61;66
4/15/2016;319.64;913;1937;0.0;5.4;11.85;69
4/16/2016;319.61;1186;1952;0.0;4.2;9.36;78
4/17/2016;319.58;1186;1952;0.0;5.8;12.86;74
4/18/2016;319.56;1462;1972;0.0;5.3;11.59;68
4/19/2016;319.53;1184;1948;0.0;5.1;11.30;74
4/20/2016;319.50;1201;1965;0.0;5.2;11.48;72
4/21/2016;319.47;1235;1998;0.0;5.9;12.97;55
4/22/2016;319.43;878;1895;0.0;5.7;12.49;52
4/23/2016;319.41;1409;1917;0.0;9.6;21.04;70
4/24/2016;319.37;934;1949;0.0;3.7;8.06;62
4/25/2016;319.33;990;2003;0.0;4.9;10.77;77
4/26/2016;319.29;931;1943;0.0;6.0;13.21;72
4/27/2016;319.26;1191;1949;0.0;5.3;11.66;67
4/28/2016;319.24;1343;1848;0.0;3.9;8.46;70
4/29/2016;319.20;855;1864;0.0;3.3;7.28;61
4/30/2016;319.17;1164;1920;0.0;4.1;8.84;72
5/1/2016;319.12;614;1873;0.0;7.0;15.27;60
5/2/2016;319.07;682;1938;0.0;2.7;5.95;78
5/3/2016;319.04;1250;2003;0.0;3.3;7.20;88
5/4/2016;319.00;1008;2011;0.0;5.6;12.03;60
5/5/2016;318.97;1238;1989;0.0;3.7;7.90;80
5/6/2016;318.93;901;1902;0.0;4.4;9.49;66
5/7/2016;318.89;1002;2002;0.0;5.0;10.70;71
5/8/2016;318.84;612;1859;0.0;2.8;6.08;73
5/9/2016;318.80;967;1964;3.2;4.5;9.65;84
5/10/2016;318.75;640;1884;0.0;2.0;4.30;80
5/11/2016;318.70;733;1975;0.0;3.7;7.98;78
5/12/2016;318.68;1532;2028;0.0;4.0;8.53;68
5/13/2016;318.66;1128;1624;0.0;5.9;12.55;57
5/14/2016;318.64;1010;1506;0.0;5.5;11.73;52
5/15/2016;318.62;1013;1508;0.0;5.6;12.03;58
5/16/2016;318.60;1073;1568;0.0;4.0;8.56;73
5/17/2016;318.59;1237;1484;0.0;4.5;9.54;73
5/18/2016;318.58;1227;1474;0.0;2.4;5.08;73
5/19/2016;318.56;1091;1585;4.5;1.8;3.80;93
5/20/2016;318.54;1091;1586;1.1;2.8;5.89;81
5/21/2016;318.52;992;1485;0.0;2.4;5.12;72
5/22/2016;318.50;965;1459;1.0;2.8;5.97;88
5/23/2016;318.47;1006;1746;0.0;3.5;7.34;77
5/24/2016;318.43;884;1870;0.0;3.9;8.31;68
5/25/2016;318.39;918;1902;0.0;3.8;8.03;66
5/26/2016;318.34;802;2030;0.0;4.3;9.20;76
5/27/2016;318.29;675;1901;0.0;3.8;7.96;74
5/28/2016;318.24;814;2038;0.0;3.3;6.89;78
5/29/2016;318.19;628;1850;0.0;3.7;7.87;64
5/30/2016;318.15;826;1803;0.0;3.1;6.43;78
5/31/2016;318.15;1803;1803;0.0;3.8;6.43;61
6/1/2016;318.07;1086;1705;0.0;3.9;8.16;52
6/2/2016;318.03;700;1672;0.0;4.1;8.66;57
6/3/2016;318.03;1385;1385;0.0;4.5;9.49;64
6/4/2016;318.02;1236;1479;0.0;3.9;8.23;62
6/5/2016;317.99;903;1631;0.0;4.7;9.81;75
6/6/2016;317.95;748;1719;0.0;2.0;4.23;77
6/7/2016;317.91;812;1781;5.2;3.4;7.01;92
6/8/2016;317.89;1245;1729;1.3;3.2;6.62;81
6/9/2016;317.86;1010;1735;0.0;2.8;5.85;72
6/10/2016;317.83;1021;1746;0.0;3.3;6.93;76
6/11/2016;317.80;1009;1733;0.0;4.3;9.01;48
6/12/2016;317.77;978;1701;0.0;3.8;7.98;68
6/13/2016;317.74;970;1693;12.5;1.5;3.02;96
6/14/2016;317.71;984;1706;0.0;2.5;5.09;84
6/15/2016;317.68;982;1704;0.0;2.9;6.11;62
6/16/2016;317.65;1004;1725;0.0;4.4;9.05;54
6/17/2016;317.62;999;1718;0.0;4.2;8.71;48
6/18/2016;317.59;919;1638;0.0;3.4;7.04;85
6/19/2016;317.57;732;1211;0.0;3.3;6.89;64
6/20/2016;317.56;1193;1433;0.0;5.8;11.89;54
6/21/2016;317.54;947;1425;0.0;5.0;10.40;49
6/22/2016;317.51;739;1456;0.0;3.4;6.98;60
6/23/2016;317.48;736;1452;1.0;2.6;5.32;95
6/24/2016;317.45;754;1470;1.4;3.1;6.31;65
6/25/2016;317.42;704;1419;0.0;3.4;7.00;68
6/26/2016;317.40;740;1217;0.0;3.9;8.11;65
6/27/2016;317.38;1356;1832;0.0;3.2;6.62;72
6/28/2016;317.37;1431;1669;0.0;4.0;8.12;62
6/29/2016;317.34;1035;1749;0.0;4.7;9.55;57
6/30/2016;317.31;1019;1732;0.0;4.4;9.03;62
7/1/2016;317.28;1006;1718;0.0;3.4;6.97;63
7/2/2016;317.26;1305;1779;0.0;4.5;9.22;45
7/3/2016;317.23;952;1663;0.0;1.4;2.87;79
7/4/2016;317.20;1057;1768;7.4;2.4;4.83;94
7/5/2016;317.17;1049;1759;0.0;0.7;1.43;80
7/6/2016;317.14;1113;1822;0.0;3.3;6.82;75
7/7/2016;317.11;1103;1812;0.0;3.9;7.87;64
7/8/2016;317.08;1064;1772;0.0;1.3;2.63;70
7/9/2016;317.05;1014;1721;0.8;2.6;5.23;84
7/10/2016;317.03;1180;1650;0.0;2.6;5.21;75
7/11/2016;317.01;1322;1793;0.7;1.2;2.40;93
7/12/2016;316.99;1312;1783;5.4;2.5;5.00;91
7/13/2016;316.98;1525;1760;0.0;2.8;5.77;82
7/14/2016;316.97;1555;1790;0.0;3.6;7.29;73
7/15/2016;316.96;1463;1698;0.0;4.2;8.58;74
7/16/2016;316.95;1458;1693;0.0;4.7;9.53;67
7/17/2016;316.95;1479;1479;0.0;4.3;8.76;68
7/18/2016;316.94;1482;1717;0.0;3.8;7.71;63
7/19/2016;316.93;1479;1714;0.0;3.3;6.65;71
7/20/2016;316.92;1462;1697;0.0;3.4;6.81;77
7/21/2016;316.91;1485;1719;0.0;3.3;6.64;72
7/22/2016;316.90;1478;1712;0.0;4.8;9.68;60
7/23/2016;316.88;1257;1726;0.0;5.4;10.93;51
7/24/2016;316.87;973;1207;0.0;6.3;12.83;39
7/25/2016;316.86;968;1202;0.0;3.7;7.42;81
7/26/2016;316.84;1239;1707;0.0;3.4;6.77;71
7/27/2016;316.81;1015;1716;0.0;4.6;9.37;49
7/28/2016;316.78;1027;1728;0.0;5.4;10.87;40
7/29/2016;316.75;1012;1712;0.0;4.8;9.74;43
7/30/2016;316.72;1017;1716;0.0;4.8;9.71;62
7/31/2016;316.72;1716;1716;0.0;4.9;9.71;83
8/1/2016;316.66;352;1749;0.0;5.1;10.31;48
8/2/2016;316.62;784;1713;0.0;5.0;10.00;49
8/3/2016;316.59;1008;1704;0.0;4.3;8.54;53
8/4/2016;316.55;706;1634;0.0;5.9;11.86;45
8/5/2016;316.52;1079;1774;0.0;3.4;6.83;84
8/6/2016;316.49;1010;1704;0.0;4.7;9.42;65
8/7/2016;316.46;766;1460;0.0;4.6;9.14;60
8/8/2016;316.43;716;1408;0.0;4.9;9.85;65
8/9/2016;316.40;712;1404;0.0;4.8;9.58;73
8/10/2016;316.37;824;1515;0.0;3.4;6.73;66
8/11/2016;316.34;1023;1714;0.0;5.6;11.10;52
8/12/2016;316.31;1035;1725;0.0;6.1;12.06;48
8/13/2016;316.28;1050;1739;0.0;5.4;10.70;63
8/14/2016;316.25;979;1668;0.0;4.7;9.32;44
8/15/2016;316.22;1064;1752;0.0;7.5;14.94;45
8/16/2016;316.19;1054;1741;0.0;3.6;7.20;70
8/17/2016;316.16;1057;1744;0.0;5.7;11.19;68
8/18/2016;316.13;1065;1751;0.0;4.5;8.95;80
8/19/2016;316.11;985;1442;0.0;5.6;10.95;65
8/20/2016;316.10;991;1220;0.0;7.9;15.51;60
8/21/2016;316.09;926;1154;0.0;4.9;9.56;53
8/22/2016;316.08;878;1106;0.0;8.2;16.07;76
8/23/2016;316.07;938;1167;0.0;5.9;11.54;39
8/24/2016;316.03;514;1426;0.0;1.5;2.99;95
8/25/2016;316.00;731;1414;0.0;7.3;14.31;60
8/26/2016;315.97;688;1370;0.0;6.5;12.81;61
8/27/2016;315.94;675;1357;0.0;5.6;11.07;87
8/28/2016;315.92;852;1306;0.0;4.4;8.59;79
8/29/2016;315.90;950;1404;0.0;6.5;12.72;66
8/30/2016;315.88;964;1417;0.0;6.4;12.50;62
8/31/2016;315.86;966;1419;0.0;6.2;12.07;60
9/1/2016;315.83;996;1676;0.0;6.1;11.87;70
9/2/2016;315.80;1229;1908;0.0;5.4;10.58;55
9/3/2016;315.77;1104;1782;0.0;6.1;11.94;77
9/4/2016;315.74;1087;1765;0.0;6.1;11.83;52
9/5/2016;315.71;1114;1791;0.0;7.4;14.35;57
9/6/2016;315.67;1018;1919;0.0;6.9;13.44;40
9/7/2016;315.63;989;1888;0.0;8.3;16.18;38
9/8/2016;315.59;1108;2006;0.0;8.1;15.70;41
9/9/2016;315.55;926;1824;0.0;8.1;15.61;36
9/10/2016;315.51;973;1869;0.0;10.4;20.09;38
9/11/2016;315.47;912;1807;0.0;7.2;13.87;78
9/12/2016;315.44;1103;1773;0.0;5.8;11.21;45
9/13/2016;315.40;1071;1964;0.0;8.3;16.05;48
9/14/2016;315.36;1032;1923;0.0;6.3;12.09;56
9/15/2016;315.32;1086;1977;0.0;7.9;15.27;60
9/16/2016;315.28;1089;1979;0.0;9.3;17.82;35
9/17/2016;315.25;953;1620;0.0;10.3;19.69;31
9/18/2016;315.21;618;1506;0.0;9.3;17.72;30
9/19/2016;315.15;636;1964;0.0;7.0;13.34;69
9/20/2016;315.10;759;1865;0.0;4.9;9.38;71
9/21/2016;315.06;916;1799;0.0;7.8;15.10;62
9/22/2016;315.02;992;1874;0.0;11.6;22.10;49
9/23/2016;314.98;994;1874;0.0;8.7;15.69;54
9/24/2016;314.94;995;1874;0.0;9.4;17.78;52
9/25/2016;314.91;730;1389;0.0;9.0;17.11;61
9/26/2016;314.87;917;1794;0.0;8.3;15.63;73
9/27/2016;314.83;979;1855;0.0;7.6;14.42;57
9/28/2016;314.79;954;1829;0.0;8.0;15.07;34
9/29/2016;314.74;745;1837;0.0;11.0;20.82;31
9/30/2016;314.70;975;1847;0.0;8.5;15.96;62
10/1/2016;314.66;969;1840;0.0;8.5;16.03;42
10/2/2016;314.64;966;1401;0.0;10.6;19.93;69
10/3/2016;314.61;969;1621;0.0;5.0;9.43;56
10/4/2016;314.58;983;1634;0.0;5.4;10.17;64
10/5/2016;314.55;939;1589;0.0;10.8;20.19;50
10/6/2016;314.52;936;1586;0.0;8.6;16.04;43
10/7/2016;314.49;960;1609;0.0;11.8;22.11;49
10/8/2016;314.45;905;1770;0.0;10.6;19.82;43
10/9/2016;314.41;885;1749;0.0;8.7;16.14;50
10/10/2016;314.37;976;1838;0.0;9.3;17.30;54
10/11/2016;314.32;719;1796;0.0;8.4;15.67;72
10/12/2016;314.27;694;1768;0.0;9.5;17.65;63
10/13/2016;314.22;773;1846;0.0;10.3;19.07;58
10/14/2016;314.17;753;1824;0.0;8.1;14.95;70
10/15/2016;314.12;735;1804;0.0;6.9;12.67;74
10/16/2016;314.08;942;1796;0.0;10.7;19.82;46
10/17/2016;314.03;760;1827;0.0;12.1;22.23;35
10/18/2016;313.98;775;1839;0.0;8.3;15.26;35
10/19/2016;313.93;614;1783;0.0;8.0;14.63;69
10/20/2016;313.89;1011;1754;0.0;8.7;16.00;64
10/21/2016;313.85;975;1822;0.0;9.8;17.88;50
10/22/2016;313.81;962;1809;0.0;9.5;17.29;45
10/23/2016;313.77;949;1794;0.0;10.1;18.50;27
10/24/2016;313.73;1021;1865;0.0;9.3;17.00;49
10/25/2016;313.69;1019;1862;0.0;10.6;19.36;30
10/26/2016;313.65;1017;1859;0.0;9.7;17.58;44
10/27/2016;313.61;1030;1871;0.0;9.5;17.32;58
10/28/2016;313.59;945;1365;0.0;9.3;16.94;50
10/29/2016;313.57;915;1334;0.0;8.7;15.74;55
10/30/2016;313.60;1095;465;0.0;10.2;31.16;44
10/31/2016;313.60;1327;1327;0.0;10.5;18.97;42
11/1/2016;313.59;1151;1361;0.0;10.5;18.97;38
11/2/2016;313.59;1184;1184;0.0;10.7;19.33;71
11/3/2016;313.58;955;1164;0.0;8.6;15.60;70
11/4/2016;313.56;1412;1832;0.0;8.3;14.98;62
11/5/2016;313.52;1041;1879;0.0;9.8;17.73;53
11/6/2016;313.48;1031;1868;0.0;11.9;21.50;45
11/7/2016;313.44;1069;1905;0.0;10.4;18.78;41
11/8/2016;313.40;1095;1929;0.0;7.1;12.80;46
11/9/2016;313.35;855;1896;0.8;10.7;19.26;55
11/10/2016;313.30;857;1897;0.0;10.5;18.87;42
11/11/2016;313.25;829;1867;0.0;9.8;17.63;43
11/12/2016;313.20;844;1880;0.0;7.6;13.65;76
11/13/2016;313.15;816;1850;0.0;11.2;20.00;61
11/14/2016;313.10;850;1883;0.0;9.0;16.11;42
11/15/2016;313.05;842;1873;0.0;9.0;15.95;69
11/16/2016;313.02;935;1553;0.0;6.0;10.60;79
11/17/2016;312.99;863;1480;0.0;8.0;14.25;70
11/18/2016;312.96;921;1538;0.0;10.4;18.50;50
11/19/2016;312.93;935;1550;0.0;6.8;12.10;70
11/20/2016;312.90;914;1529;0.0;7.8;13.80;62
11/21/2016;312.87;917;1531;0.0;6.0;10.66;80
11/22/2016;312.83;766;1584;0.0;9.6;16.94;74
11/23/2016;312.78;843;1864;0.0;8.4;14.76;52
11/24/2016;312.73;817;1837;0.0;7.1;12.56;62
11/25/2016;312.68;868;1886;0.0;9.5;16.64;55
11/26/2016;312.63;864;1880;0.0;5.6;9.75;69
11/27/2016;312.60;1243;1852;10.0;0.5;0.88;98
11/28/2016;312.57;1249;1857;2.0;1.1;1.91;96
11/29/2016;312.53;1066;1876;0.0;7.1;12.37;64
11/30/2016;312.49;1092;1900;0.0;10.5;18.30;61
12/1/2016;312.45;1079;1886;0.0;9.1;15.87;40
12/2/2016;312.41;980;1786;0.0;9.4;16.36;52
12/3/2016;312.37;989;1794;0.0;7.0;12.24;73
12/4/2016;312.34;929;1532;0.0;7.1;12.24;55
12/5/2016;312.31;927;1529;0.0;5.8;10.12;85
12/6/2016;312.29;1133;1534;30.4;7.4;12.83;82
12/7/2016;312.27;1122;1523;0.0;4.1;7.14;74
12/8/2016;312.25;1138;1539;0.4;3.2;5.47;74
12/9/2016;312.22;942;1543;0.3;5.9;10.28;63
12/10/2016;312.23;1731;1531;14.6;6.9;11.88;57
12/11/2016;312.25;1943;1542;13.1;4.3;7.48;93
12/12/2016;312.27;1929;1528;0.0;4.7;8.07;90
12/13/2016;312.30;2136;1534;0.6;2.6;4.51;97
12/14/2016;312.32;1929;1528;0.2;4.8;8.36;84
12/15/2016;312.34;1885;1483;50.1;2.6;4.55;79
12/16/2016;312.34;1536;1536;0.0;5.5;9.60;73
12/17/2016;312.32;1141;1543;0.0;3.4;5.92;74
12/18/2016;312.31;1231;1432;1.6;3.6;6.21;80
12/19/2016;312.30;1326;1527;0.0;3.3;5.70;72
12/20/2016;312.29;1288;1489;1.8;4.9;8.46;93
12/21/2016;312.27;1116;1517;0.0;6.3;10.94;77
12/22/2016;312.26;1343;1543;0.0;5.7;9.80;63
12/23/2016;312.24;1138;1538;0.0;9.0;15.58;56
12/24/2016;312.22;1148;1548;0.0;10.2;17.64;73
12/25/2016;312.20;1126;1526;0.0;3.9;6.67;63
12/26/2016;312.21;1679;1539;0.1;6.8;11.82;79
12/27/2016;312.23;2029;1529;0.0;6.7;11.51;78
12/28/2016;312.22;1277;1517;0.0;6.4;11.02;72
12/29/2016;312.22;1490;1490;0.0;1.2;2.11;66
12/30/2016;312.21;1343;1543;34.6;4.8;8.34;88
12/31/2016;312.22;1748;1548;1.1;6.1;10.62;84
1/1/2017;312.24;1951;1551;1.8;7.3;12.69;86
1/2/2017;312.24;1550;1550;0.2;4.4;7.54;70
1/3/2017;312.23;1343;1543;4.4;3.4;5.93;74
1/4/2017;312.22;1352;1552;14.3;3.7;6.45;80
1/5/2017;312.23;1754;1553;12.3;3.5;5.98;87
1/6/2017;312.23;1548;1548;0.0;2.2;3.87;74
1/7/2017;312.22;1353;1553;0.0;4.9;8.48;73
1/8/2017;312.22;1549;1549;30.5;4.5;7.75;94
1/9/2017;312.25;2154;1553;0.0;0.9;1.51;87
1/10/2017;312.27;1892;1491;5.6;3.9;6.81;83
1/11/2017;312.31;2166;1363;1.3;3.5;6.03;91
1/12/2017;312.34;2119;1516;55.0;3.4;5.87;92
1/13/2017;312.40;2756;1549;0.1;1.9;3.37;80
1/14/2017;312.41;1748;1547;0.0;5.1;8.88;80
1/15/2017;312.45;2285;1479;0.0;4.7;8.23;81
1/16/2017;312.52;2957;1543;12.7;3.1;5.45;86
1/17/2017;312.59;2952;1534;0.4;4.1;7.21;75
1/18/2017;312.68;3364;1537;32.9;1.8;3.09;92
1/19/2017;312.77;3365;1532;2.3;3.0;5.28;81
1/20/2017;312.93;4808;1535;4.9;3.4;6.05;82
1/21/2017;313.07;4415;1537;4.1;3.1;5.43;90
1/22/2017;313.16;3392;1534;53.1;2.0;3.49;90
1/23/2017;313.25;3393;1530;1.1;3.6;6.44;96
1/24/2017;313.38;4226;1523;0.2;4.2;7.58;91
1/25/2017;313.50;4049;1544;0.0;3.8;6.78;87
1/26/2017;313.57;3020;1554;0.0;6.0;10.94;79
1/27/2017;313.66;3523;1632;0.0;1.0;1.89;80
1/28/2017;313.80;4611;1659;5.3;3.0;5.49;92
1/29/2017;313.87;3062;1581;0.3;5.8;10.60;80
1/30/2017;314.00;4287;1527;0.9;7.0;12.78;75
1/31/2017;314.13;4341;1568;0.0;6.9;12.69;80
